draw,estimate,std_error,p_value,n_obs,error
1,-0.005587411433722029,0.00849200252099485,0.51247558612973,640,
2,-0.014726221952794655,0.008171598210879703,0.07534057776929673,640,
3,0.0017384414251616466,0.008345282562831152,0.8355197311544684,640,
4,0.002722636918670772,0.008382229895270038,0.7461830109708235,640,
5,0.014311351601507715,0.008342498822419789,0.09017792549226367,640,
6,-0.014321971812759737,0.008018841171578747,0.07792988518654785,640,
7,-0.00757999581738129,0.008260301688122756,0.36159964299689357,640,
8,0.007944858229632795,0.008306344988623728,0.34174734952941943,640,
9,0.0013830806664387439,0.0085082910892295,0.8712824783845748,640,
10,0.0022350970262777475,0.00855433688312107,0.7945547587345235,640,
11,0.01046667654666508,0.008265487832572383,0.2091230350615991,640,
12,-0.003094918838582545,0.008331608638078058,0.7112840438019494,640,
13,0.0006077963868127,0.00830716538808318,0.941859498211004,640,
14,-0.01835258190494117,0.008048501159459993,0.025289100364522723,640,
15,-0.00370454084588603,0.008371688705892713,0.6593307024541373,640,
16,-0.005311989331476153,0.008256335547139193,0.5218386257953341,640,
17,-0.0014895948622319752,0.008240942798183482,0.8570224879146491,640,
18,0.006153500421743075,0.008611790611531984,0.4769972089027739,640,
19,-0.00798972202267989,0.00833534609144607,0.34071738283045844,640,
20,0.009111928164193405,0.008343512842924294,0.2781096703881858,640,
21,-0.008269497089058348,0.008410145989338588,0.3284733159456346,640,
22,-0.007035656265113619,0.008372947266456482,0.40328496857259,640,
23,0.006397951919199671,0.008552974865267514,0.4566582169773499,640,
24,-0.0018299891850902415,0.008213833299338336,0.8242712111034247,640,
25,-0.0062452328257414395,0.008584477169456014,0.46906849080192475,640,
26,0.005714568765128498,0.008509312796377294,0.5038188607195964,640,
27,0.004624716620782404,0.00864433575319648,0.5941528325048088,640,
28,-0.003442267371605269,0.008335587153030776,0.6807543305268929,640,
29,-0.0025897336851688347,0.008552641517066827,0.7628387140573046,640,
30,-0.002491235792490761,0.008620625946423863,0.7733494646750303,640,
31,0.00042113334907754554,0.008495810229790748,0.9605905379924474,640,
32,0.011500192948965718,0.008299728298208447,0.1697652540930392,640,
33,0.0019018691960475704,0.00832642557397539,0.8199148963264025,640,
34,0.005171100358370149,0.008556632587054087,0.5473505062931017,640,
35,0.002479943702832632,0.00854740808988643,0.7724694695998631,640,
36,0.003728826668263434,0.008222002545886876,0.6514190799805544,640,
37,0.00112606370328133,0.00822019608369481,0.8913892331276329,640,
38,0.0032684112182396036,0.008478342411011327,0.7009021992358094,640,
39,0.0011563750218419435,0.00848606697670347,0.8919564795967758,640,
40,-0.0020010121371179966,0.008553592036489676,0.8156381166069635,640,
41,-0.004723228415672612,0.008276577443829996,0.5698402920245863,640,
42,0.005927484120623665,0.008386311021665366,0.48176745656407455,640,
43,0.00347011223109146,0.00858547921202343,0.6871696511216081,640,
44,-0.003767076667754676,0.008432758540586444,0.6562999188488465,640,
45,0.002908763774350141,0.008332688145753232,0.7279589631002735,640,
46,-0.006031820493768023,0.008630082490116582,0.48664862767085787,640,
47,-0.007000089624477681,0.008264163382484873,0.39953074957538054,640,
48,0.0007442964741059817,0.008512347024069595,0.9305451933223123,640,
49,0.010085707387911303,0.00854225170832268,0.2412705565948038,640,
50,-0.01240774128676307,0.008398414022991874,0.1435465209793862,640,
51,0.00059781701883586,0.00830671264253266,0.9428093102566737,640,
52,-0.00829759803829208,0.008443929496104681,0.3287697325162376,640,
53,0.00497018872896192,0.008234886420173228,0.5478700993170335,640,
54,-0.006607359514093031,0.008531761649684331,0.4409807859574098,640,
55,0.0063588377255255814,0.008259840184637851,0.44368482720256625,640,
56,0.0016448077277290889,0.008456917989016533,0.8462894981962679,640,
57,-0.00017868406878677456,0.008631199583825702,0.9835354824492903,640,
58,0.008681403673849097,0.008301150778232303,0.29883941920696155,640,
59,0.007264972613565592,0.008343193139686976,0.38652007480888556,640,
60,-0.0019025533014882176,0.00846195047605678,0.8226872008445216,640,
61,-0.019179654892057467,0.008148030863269543,0.02106294242183714,640,
62,-0.005565703317605787,0.008095140660096756,0.49375845232581617,640,
63,-0.00021779201182859224,0.00852056462784599,0.9796721506844472,640,
64,-0.014104353160100266,0.008140005123652223,0.08704757285739931,640,
65,-0.0012761195342876476,0.008299060696122148,0.8781857782550884,640,
66,-0.012196711854910098,0.008159265282667858,0.13894284392257727,640,
67,0.003326934864769082,0.008524691197490506,0.6973869206633563,640,
68,0.0013084351836575572,0.008460919972670138,0.8774959550690391,640,
69,-0.01652356278598913,0.00820462844602734,0.04742102047054676,640,
70,-7.930952413900953e-05,0.008598803664414982,0.9926642111157116,640,
71,0.0022307005319392678,0.008540904119149453,0.7946345331904497,640,
72,0.01572824046555739,0.00805181860708003,0.05431532775773167,640,
73,-0.0024318007159598214,0.008638474868475946,0.7790567745676298,640,
74,0.013160583715467331,0.008347991903697984,0.11890761567667314,640,
75,-0.002213508652518883,0.008243814155708318,0.7890102344480233,640,
76,0.008052780721619534,0.008402553664838414,0.34079857827132176,640,
77,0.007799845725436178,0.00809012662798669,0.3379282265017742,640,
78,-0.004914891380610305,0.008315955375189945,0.5561946254161797,640,
79,0.015617293690656975,0.008045613985565917,0.055813268258989544,640,
80,0.0003171814029522507,0.008389155392297778,0.969935744271222,640,
81,-0.004151594564624589,0.0081925524856237,0.6137401668611884,640,
82,-0.007186212406821818,0.008442813358457668,0.39725133786303185,640,
83,-0.004320187104983946,0.00827236658445933,0.6029623978943714,640,
84,0.002124976901249557,0.008360525334173636,0.8000262633145349,640,
85,-0.0018727611935686148,0.008451680120582394,0.8252091342781271,640,
86,-0.005312433700056543,0.008302797961820277,0.524130128439447,640,
87,-0.0011313768657966131,0.008378980463719002,0.8929350727072877,640,
88,0.0006977795262856591,0.008561504387791193,0.9352488886877564,640,
89,-0.01186240496154346,0.00850742325909192,0.16711819617099183,640,
90,0.010690656208432042,0.008582328256369077,0.2165713237275212,640,
91,-0.011096300627787528,0.008571136419677492,0.19922517716894847,640,
92,-0.002462996589355473,0.008479629080506349,0.7722251484206796,640,
93,0.005277869432912066,0.008455748149304713,0.5343108094773242,640,
94,0.007086345984399019,0.008201660162339442,0.3901962183369811,640,
95,0.004516581913525619,0.00859595900494584,0.6007554117394153,640,
96,0.004007102070302077,0.008411270458740206,0.6351067342279647,640,
97,-0.0007685348069831088,0.008427293896475292,0.9275677611947409,640,
98,0.009161142509721141,0.00838954625039966,0.27816478807194206,640,
99,0.0014103113328163715,0.008342536722540476,0.866188899296025,640,
100,0.005829240946415216,0.008537090043202534,0.4967221477904534,640,
101,-0.0007911589286775006,0.008351676461498508,0.9247687170242861,640,
102,0.0049117497175870835,0.008200106442020627,0.5508959803360397,640,
103,-0.00013554996524421865,0.008350702395542227,0.9870901011349259,640,
104,-0.003448247504236759,0.008417533364518922,0.6831709467712761,640,
105,0.0100400325129204,0.008177438371789345,0.22317817493510117,640,
106,0.01335614799780744,0.008303507078515258,0.11171621842700526,640,
107,-0.00449026910214263,0.008332158035519437,0.591465589496477,640,
108,-0.016212722631002863,0.00817000200828917,0.05068121646284747,640,
109,0.028148760427949955,0.007607198466658448,0.00039655201625652254,640,
110,-0.0012274248016520492,0.008456147607809456,0.8849607414088685,640,
111,-0.006155161849516851,0.008455638801444591,0.4688050051143928,640,
112,-0.009198905277497194,0.008613486552693807,0.2887887641567557,640,
